submissiondate,starttime,endtime,deviceid,subscriberid,simid,devicephonenum,username,duration,caseid,time,association,vehicle,origin,destination,specify_destination,passengers,registration,instanceid,formdef_version,key,time_interval,date,day of the week,day,month,year,city,specify_origin
"Dec 9, 2020 2:44:22 PM","Dec 9, 2020 11:05:10 AM","Dec 9, 2020 11:05:58 AM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),47,,"Dec 9, 2020 11:05:00 AM",Not Visible,4+1 Taxi,Maseru Town Centre,Khubetsoana,,,D61 BBD,uuid:cc6955bf-26af-4bc2-bcae-f447362b5773,2012082234,uuid:cc6955bf-26af-4bc2-bcae-f447362b5773,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:22 PM","Dec 9, 2020 11:22:52 AM","Dec 9, 2020 11:23:23 AM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),32,,"Dec 9, 2020 11:22:00 AM",Not Visible,4+1 Taxi,Maseru Town Centre,Khubetsoana,,,MC 340,uuid:e68719cf-47fa-4caf-8e4f-e8453de23ae2,2012082234,uuid:e68719cf-47fa-4caf-8e4f-e8453de23ae2,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:22 PM","Dec 9, 2020 11:23:28 AM","Dec 9, 2020 11:24:16 AM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),48,,"Dec 9, 2020 11:23:00 AM",Not Visible,4+1 Taxi,Maseru Town Centre,Khubetsoana,,,DG 591,uuid:c6928bad-842d-47aa-a489-3f9751640a3a,2012082234,uuid:c6928bad-842d-47aa-a489-3f9751640a3a,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:23 PM","Dec 9, 2020 11:32:26 AM","Dec 9, 2020 11:33:37 AM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),71,,"Dec 9, 2020 11:10:00 AM",Not Visible,4+1 Taxi,Maseru Town Centre,Naleli,,,RV 592,uuid:dbe706e4-3ddf-468a-9792-b4b96a4cfd77,2012082234,uuid:dbe706e4-3ddf-468a-9792-b4b96a4cfd77,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:23 PM","Dec 9, 2020 11:33:53 AM","Dec 9, 2020 11:34:54 AM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),61,,"Dec 9, 2020 11:10:00 AM",Not Visible,4+1 Taxi,Maseru Town Centre,Naleli,,,RA 051,uuid:c274830b-5522-4808-b4bd-64cd0f0ff0e0,2012082234,uuid:c274830b-5522-4808-b4bd-64cd0f0ff0e0,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:24 PM","Dec 9, 2020 11:34:58 AM","Dec 9, 2020 11:35:43 AM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),44,,"Dec 9, 2020 11:15:00 AM",Not Visible,4+1 Taxi,Maseru Town Centre,Naleli,,,MZ 396,uuid:663a9512-71b2-4ef5-a992-b816760dda3f,2012082234,uuid:663a9512-71b2-4ef5-a992-b816760dda3f,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:24 PM","Dec 9, 2020 11:35:55 AM","Dec 9, 2020 11:36:40 AM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),45,,"Dec 9, 2020 11:35:00 AM",Not Visible,4+1 Taxi,Maseru Town Centre,Khubetsoana,,,R 0490,uuid:b89ee603-ff51-43fc-8785-dc94ea77fd53,2012082234,uuid:b89ee603-ff51-43fc-8785-dc94ea77fd53,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:25 PM","Dec 9, 2020 11:36:44 AM","Dec 9, 2020 11:37:15 AM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),30,,"Dec 9, 2020 11:36:00 AM",Not Visible,4+1 Taxi,Maseru Town Centre,Naleli,,,A 1033,uuid:00433b70-d757-4f02-ae49-05e3507567b6,2012082234,uuid:00433b70-d757-4f02-ae49-05e3507567b6,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:25 PM","Dec 9, 2020 11:37:28 AM","Dec 9, 2020 11:38:06 AM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),37,,"Dec 9, 2020 11:37:00 AM",Not Visible,4+1 Taxi,Maseru Town Centre,Naleli,,,RK 831,uuid:9fe1d0d1-3635-4714-8b62-ab5c46f12a95,2012082234,uuid:9fe1d0d1-3635-4714-8b62-ab5c46f12a95,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:26 PM","Dec 9, 2020 11:40:58 AM","Dec 9, 2020 11:41:27 AM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),30,,"Dec 9, 2020 11:41:00 AM",Not Visible,4+1 Taxi,Maseru Town Centre,Naleli,,,CL 478,uuid:58be9cf6-2e4b-4e08-85cd-434a192ed097,2012082234,uuid:58be9cf6-2e4b-4e08-85cd-434a192ed097,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:26 PM","Dec 9, 2020 11:44:22 AM","Dec 9, 2020 11:45:01 AM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),38,,"Dec 9, 2020 11:44:00 AM",Not Visible,4+1 Taxi,Maseru Town Centre,Naleli,,,SO 581,uuid:6a3212db-81c1-4c40-a929-80acd19a7c70,2012082234,uuid:6a3212db-81c1-4c40-a929-80acd19a7c70,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:37 PM","Dec 9, 2020 11:48:19 AM","Dec 9, 2020 11:49:29 AM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),70,,"Dec 9, 2020 11:48:00 AM",Not Visible,4+1 Taxi,Maseru Town Centre,Naleli,,,R 3611,uuid:bea3d609-b6da-4dad-a960-89e58c432cca,2012082234,uuid:bea3d609-b6da-4dad-a960-89e58c432cca,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:37 PM","Dec 9, 2020 11:54:40 AM","Dec 9, 2020 11:55:23 AM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),42,,"Dec 9, 2020 11:54:00 AM",Not Visible,4+1 Taxi,Maseru Town Centre,Naleli,,,RN 633,uuid:e32a94ee-d893-497c-974e-3a1ff6399456,2012082234,uuid:e32a94ee-d893-497c-974e-3a1ff6399456,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:38 PM","Dec 9, 2020 11:56:42 AM","Dec 9, 2020 11:57:34 AM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),52,,"Dec 9, 2020 11:56:00 AM",Not Visible,4+1 Taxi,Maseru Town Centre,Khubetsoana,,,7648,uuid:b9327980-3a05-48db-be36-7db4a4352d96,2012082234,uuid:b9327980-3a05-48db-be36-7db4a4352d96,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:38 PM","Dec 9, 2020 11:57:47 AM","Dec 9, 2020 12:29:30 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),244,,"Dec 9, 2020 11:57:00 AM",Not Visible,4+1 Taxi,Maseru Town Centre,Naleli,,,R 6964,uuid:a142e0a6-a59d-497a-b9f3-48ab4c8892fa,2012082234,uuid:a142e0a6-a59d-497a-b9f3-48ab4c8892fa,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:39 PM","Dec 9, 2020 12:46:26 PM","Dec 9, 2020 12:47:14 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),48,,"Dec 9, 2020 12:46:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Khubetsoana,,,DP 987,uuid:0c40d148-e625-417c-b633-16ae5de1e425,2012082234,uuid:0c40d148-e625-417c-b633-16ae5de1e425,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:39 PM","Dec 9, 2020 12:47:19 PM","Dec 9, 2020 12:47:52 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),33,,"Dec 9, 2020 12:47:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Naleli,,,RW 174,uuid:383cbb68-6d48-46de-a265-f86a0d5adb70,2012082234,uuid:383cbb68-6d48-46de-a265-f86a0d5adb70,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:40 PM","Dec 9, 2020 12:58:31 PM","Dec 9, 2020 1:01:12 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),126,,"Dec 9, 2020 1:00:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Naleli,,,AC 474,uuid:70dd0e86-b263-4951-b69a-a8e97c0a66d7,2012082234,uuid:70dd0e86-b263-4951-b69a-a8e97c0a66d7,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:40 PM","Dec 9, 2020 1:01:18 PM","Dec 9, 2020 1:01:48 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),30,,"Dec 9, 2020 1:01:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Khubetsoana,,,M 7308,uuid:49c7fa91-f273-479d-88db-aa406cbcc7ce,2012082234,uuid:49c7fa91-f273-479d-88db-aa406cbcc7ce,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:41 PM","Dec 9, 2020 1:03:27 PM","Dec 9, 2020 1:07:01 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),129,,"Dec 9, 2020 1:13:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Khubetsoana,,,R 1665,uuid:c0425ff0-4d4f-484d-946e-5fe7268a81a9,2012082234,uuid:c0425ff0-4d4f-484d-946e-5fe7268a81a9,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:41 PM","Dec 9, 2020 1:07:09 PM","Dec 9, 2020 1:07:58 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),50,,"Dec 9, 2020 1:07:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Naleli,,,F 9927,uuid:a8442b50-f1b9-4ecb-b0d0-0b735def8fec,2012082234,uuid:a8442b50-f1b9-4ecb-b0d0-0b735def8fec,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:42 PM","Dec 9, 2020 1:13:14 PM","Dec 9, 2020 1:14:56 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),100,,"Dec 9, 2020 1:13:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Khubetsoana,,,RT 284,uuid:fd14f930-b74f-4699-8859-466587d6b616,2012082234,uuid:fd14f930-b74f-4699-8859-466587d6b616,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:42 PM","Dec 9, 2020 1:15:01 PM","Dec 9, 2020 1:16:33 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),93,,"Dec 9, 2020 1:15:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Khubetsoana,,,DK 893,uuid:a306ef7d-8cb8-4ac1-9b4f-6a3212b2392a,2012082234,uuid:a306ef7d-8cb8-4ac1-9b4f-6a3212b2392a,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:43 PM","Dec 9, 2020 1:18:28 PM","Dec 9, 2020 1:19:28 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),59,,"Dec 9, 2020 1:22:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Khubetsoana,,,RF  082,uuid:e45f0e6c-f59c-4645-bf60-9043fb5f9004,2012082234,uuid:e45f0e6c-f59c-4645-bf60-9043fb5f9004,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:43 PM","Dec 9, 2020 1:19:48 PM","Dec 9, 2020 1:22:03 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),88,,"Dec 9, 2020 1:19:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Naleli,,,MZ 612,uuid:8cb1c00f-952e-42c5-b48e-56091822aa99,2012082234,uuid:8cb1c00f-952e-42c5-b48e-56091822aa99,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:44 PM","Dec 9, 2020 1:22:06 PM","Dec 9, 2020 1:22:48 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),41,,"Dec 9, 2020 1:22:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Khubetsoana,,,MF  899,uuid:1b83ff5f-21f8-4d49-885e-0b84584a34b1,2012082234,uuid:1b83ff5f-21f8-4d49-885e-0b84584a34b1,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:44 PM","Dec 9, 2020 1:24:53 PM","Dec 9, 2020 1:25:27 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),34,,"Dec 9, 2020 1:24:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Naleli,,,AY 517,uuid:997d5c29-3d1f-4e53-a6d0-0efc6e9b0fa6,2012082234,uuid:997d5c29-3d1f-4e53-a6d0-0efc6e9b0fa6,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:45 PM","Dec 9, 2020 1:26:52 PM","Dec 9, 2020 1:27:39 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),46,,"Dec 9, 2020 1:26:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Naleli,,,DH 418,uuid:f2b8d0e8-3701-4bbc-8a74-3d6257d899dd,2012082234,uuid:f2b8d0e8-3701-4bbc-8a74-3d6257d899dd,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:46 PM","Dec 9, 2020 1:27:44 PM","Dec 9, 2020 1:28:17 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),34,,"Dec 9, 2020 1:27:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Naleli,,,DP 036,uuid:aa7f656a-9f10-4878-8266-cf81f5d22c79,2012082234,uuid:aa7f656a-9f10-4878-8266-cf81f5d22c79,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:46 PM","Dec 9, 2020 1:29:05 PM","Dec 9, 2020 1:30:02 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),56,,"Dec 9, 2020 1:29:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Naleli,,,J 5742,uuid:b2eed49e-008b-4a19-8ece-a42f4381d651,2012082234,uuid:b2eed49e-008b-4a19-8ece-a42f4381d651,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:57 PM","Dec 9, 2020 1:30:05 PM","Dec 9, 2020 1:30:36 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),31,,"Dec 9, 2020 1:30:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Naleli,,,M 7145,uuid:5581e204-f878-4138-8b79-437349e4fb22,2012082234,uuid:5581e204-f878-4138-8b79-437349e4fb22,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:58 PM","Dec 9, 2020 1:37:46 PM","Dec 9, 2020 1:38:54 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),67,,"Dec 9, 2020 1:37:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Naleli,,,M 0251,uuid:8ae44786-1c69-4d3d-a4f7-65715b9cb9c0,2012082234,uuid:8ae44786-1c69-4d3d-a4f7-65715b9cb9c0,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:58 PM","Dec 9, 2020 1:39:05 PM","Dec 9, 2020 1:39:48 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),43,,"Dec 9, 2020 1:39:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Naleli,,,R 5506,uuid:07f56288-b46e-448f-81ad-0c42aadc6ca3,2012082234,uuid:07f56288-b46e-448f-81ad-0c42aadc6ca3,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:59 PM","Dec 9, 2020 1:40:44 PM","Dec 9, 2020 1:41:41 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),56,,"Dec 9, 2020 1:43:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Khubetsoana,,,RW 129,uuid:6bea807c-0fa6-4bbb-a6b7-a8ea6459774e,2012082234,uuid:6bea807c-0fa6-4bbb-a6b7-a8ea6459774e,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:44:59 PM","Dec 9, 2020 2:19:55 PM","Dec 9, 2020 2:20:34 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),38,,"Dec 9, 2020 2:19:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Naleli,,,RJ 166,uuid:d4897df6-6d60-4c0b-a8b7-0aa5817d171e,2012082234,uuid:d4897df6-6d60-4c0b-a8b7-0aa5817d171e,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:45:00 PM","Dec 9, 2020 2:20:48 PM","Dec 9, 2020 2:21:21 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),34,,"Dec 9, 2020 2:20:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Khubetsoana,,,RP 646,uuid:a1530b96-bf8c-4cc6-9aa6-c82336db457c,2012082234,uuid:a1530b96-bf8c-4cc6-9aa6-c82336db457c,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:45:00 PM","Dec 9, 2020 2:22:06 PM","Dec 9, 2020 2:22:36 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),30,,"Dec 9, 2020 2:22:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Khubetsoana,,,MC 340,uuid:75ea57a1-5802-4ab8-b2bf-05546835ea23,2012082234,uuid:75ea57a1-5802-4ab8-b2bf-05546835ea23,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:45:01 PM","Dec 9, 2020 2:25:05 PM","Dec 9, 2020 2:25:36 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),30,,"Dec 9, 2020 2:25:00 PM",Not Visible,4+1 Taxi,Other,Khubetsoana,,,AC 092,uuid:d17929ed-06a1-464b-8dcd-353315d81115,2012082234,uuid:d17929ed-06a1-464b-8dcd-353315d81115,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:45:01 PM","Dec 9, 2020 2:25:41 PM","Dec 9, 2020 2:26:18 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),37,,"Dec 9, 2020 2:25:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Khubetsoana,,,RS 181,uuid:24f693fe-abf9-45b8-b103-20d0e2625b65,2012082234,uuid:24f693fe-abf9-45b8-b103-20d0e2625b65,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:45:02 PM","Dec 9, 2020 2:32:13 PM","Dec 9, 2020 2:33:13 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),60,,"Dec 9, 2020 2:32:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Naleli,,,R 5180,uuid:719545a4-1a73-4e5c-a8ce-401a4460b9a8,2012082234,uuid:719545a4-1a73-4e5c-a8ce-401a4460b9a8,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:45:02 PM","Dec 9, 2020 2:33:27 PM","Dec 9, 2020 2:37:15 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),68,,"Dec 9, 2020 2:36:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Naleli,,,AW 919,uuid:cb92eeba-d44b-417b-bb6d-a2c9009c9a24,2012082234,uuid:cb92eeba-d44b-417b-bb6d-a2c9009c9a24,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:45:03 PM","Dec 9, 2020 2:40:42 PM","Dec 9, 2020 2:41:28 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),45,,"Dec 9, 2020 2:38:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Khubetsoana,,,G 5042,uuid:b1707160-0a63-483d-81b5-fb8b807d08c2,2012082234,uuid:b1707160-0a63-483d-81b5-fb8b807d08c2,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:45:03 PM","Dec 9, 2020 2:41:31 PM","Dec 9, 2020 2:42:08 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),37,,"Dec 9, 2020 2:41:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Naleli,,,A 82 BBC,uuid:26ba3308-9828-40b2-ba88-9582144877a8,2012082234,uuid:26ba3308-9828-40b2-ba88-9582144877a8,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:48:10 PM","Dec 9, 2020 2:44:51 PM","Dec 9, 2020 2:46:43 PM",860250041128331,651018710656265.0,89266010700106562659,,user (not yet authenticated),93,,"Dec 9, 2020 12:37:00 PM",Not Visible,4+1 Taxi,Other,Naleli,,,M0476,uuid:76a7ec04-14d0-4eb7-9218-9f5003140b17,2012082234,uuid:76a7ec04-14d0-4eb7-9218-9f5003140b17,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:49:42 PM","Dec 9, 2020 2:47:23 PM","Dec 9, 2020 2:48:11 PM",860250041128331,651018710656265.0,89266010700106562659,,user (not yet authenticated),48,,"Dec 9, 2020 12:42:00 PM",Not Visible,4+1 Taxi,Other,Motimposo,,,RK263,uuid:2a615814-7f46-4be4-bfe9-ea331ac36d1f,2012082234,uuid:2a615814-7f46-4be4-bfe9-ea331ac36d1f,14:45:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:54:20 PM","Dec 9, 2020 2:51:41 PM","Dec 9, 2020 2:52:55 PM",860250041128331,651018710656265.0,89266010700106562659,,user (not yet authenticated),74,,"Dec 9, 2020 12:51:00 PM",Not Visible,4+1 Taxi,Other,Thetsane,,,EG08,uuid:3fcd07c8-df2d-4687-905b-1e53188cfcbb,2012082234,uuid:3fcd07c8-df2d-4687-905b-1e53188cfcbb,15:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:54:34 PM","Dec 9, 2020 2:46:06 PM","Dec 9, 2020 2:46:57 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),51,,"Dec 9, 2020 2:46:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Naleli,,,CL 478,uuid:815b12d4-555a-42d0-b0c3-d23a0b74dee8,2012082234,uuid:815b12d4-555a-42d0-b0c3-d23a0b74dee8,15:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:54:34 PM","Dec 9, 2020 2:47:21 PM","Dec 9, 2020 2:48:27 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),65,,"Dec 9, 2020 2:47:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Naleli,,,A 56 BBC,uuid:793a6d61-cc6b-4aef-829f-803fc0907462,2012082234,uuid:793a6d61-cc6b-4aef-829f-803fc0907462,15:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:54:35 PM","Dec 9, 2020 2:49:15 PM","Dec 9, 2020 2:50:00 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),45,,"Dec 9, 2020 2:49:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Khubetsoana,,,RN 633,uuid:0ebb21c7-b389-4dd4-b6ee-cdb29de723f9,2012082234,uuid:0ebb21c7-b389-4dd4-b6ee-cdb29de723f9,15:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 2:54:36 PM","Dec 9, 2020 2:50:03 PM","Dec 9, 2020 2:52:12 PM",869962031952238,651021000346099.0,8926602021003460991,,user (not yet authenticated),110,,"Dec 9, 2020 2:50:00 PM",Not Visible,4+1 Taxi,Maseru Town Centre,Khubetsoana,,,C 7648,uuid:2f72be09-f02c-4a0c-82e4-2cd60f82192a,2012082234,uuid:2f72be09-f02c-4a0c-82e4-2cd60f82192a,15:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 3:02:28 PM","Dec 9, 2020 2:59:31 PM","Dec 9, 2020 3:01:54 PM",860643035510060,651018707225225.0,89266010700072252251,,user (not yet authenticated),143,,"Dec 9, 2020 3:00:00 PM",Not Visible,4+1 Taxi,Other,Thetsane,,,C668,uuid:1df8e5f4-ea2b-4cec-9d75-a3124cb6edaf,2012082234,uuid:1df8e5f4-ea2b-4cec-9d75-a3124cb6edaf,15:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 3:04:31 PM","Dec 9, 2020 9:30:19 AM","Dec 9, 2020 9:30:57 AM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),38,,"Dec 9, 2020 9:30:00 AM",Justice MRTO,4+1 Taxi,Other,Pita,,,Rx 732,uuid:8281e7ef-c338-487a-9414-634a5deec5e1,2012082234,uuid:8281e7ef-c338-487a-9414-634a5deec5e1,15:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 3:04:32 PM","Dec 9, 2020 9:36:25 AM","Dec 9, 2020 9:36:56 AM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),31,,"Dec 9, 2020 9:36:00 AM",Justice MRTO,Minibus Taxi,Other,Pita,,,MH 282,uuid:af057bec-c258-4096-9873-865e0613d127,2012082234,uuid:af057bec-c258-4096-9873-865e0613d127,15:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 3:04:32 PM","Dec 9, 2020 9:37:19 AM","Dec 9, 2020 9:38:42 AM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),83,,"Dec 9, 2020 9:38:00 AM",Justice MRTO,4+1 Taxi,Other,Pita,,,RR 636,uuid:c71bfe2d-7677-4c5d-92bd-c68055d31ab3,2012082234,uuid:c71bfe2d-7677-4c5d-92bd-c68055d31ab3,15:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
"Dec 9, 2020 3:04:33 PM","Dec 9, 2020 10:42:59 AM","Dec 9, 2020 10:43:52 AM",358986095281117,651018710727281.0,89266010700107272811,,user (not yet authenticated),54,,"Dec 9, 2020 10:43:00 AM",Justice MRTO,Minibus Taxi,Other,Abia,,,RH 885,uuid:6369116b-ec24-4b67-a7ef-91c88a698e9f,2012082234,uuid:6369116b-ec24-4b67-a7ef-91c88a698e9f,15:00:00,2020-12-09,Wednesday,9,December,2020,Maseru,
